,FacilityName,Violation,DispositionDate,fines,non_alert_disposition_type,license_revoked,alert,Address,City,State,Zip
177,KALDI'S COFFEE,Responsibility,11/21/2019,0.0,suspension,0,0,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910
178,BALAGGER RESTAURANT,Prohibited Hours,07/29/2019,0.0,suspension,0,0,8081 GEORGIA AVE.,SILVER SPRING,MD,20910
179,ARADA MARKET,Storage,08/30/2021,4600.0,none,0,1,6844 NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912
180,SOCIETY RESTAURANT & LOUNGE,Dispensing Of Liquor,05/01/2019,2000.0,setttled,0,1,8229 GEORGIA AVENUE,SILVER SPRING,MD,20910
189,Q' VIVA COCINA & LOUNGE,"Consumption, Possession, Or Sale During Prohibited Hours",09/24/2020,250.0,setttled,0,1,2322 UNIVERSITY BLVD.,SILVER SPRING,MD,20902
190,GOLF ULTRA LOUNGE,Dispensing Of Liquor,03/08/2021,2000.0,none,0,1,8123 GEORGIA AVE,SILVER SPRING,MD,20910
191,GOLF ULTRA LOUNGE,Dispensing Of Liquor,03/08/2021,3000.0,none,0,1,8123 GEORGIA AVE,SILVER SPRING,MD,20910
192,CHERCHER ETHIOPIAN CUISINE,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/13/2020,0.0,none,0,1,4921 BETHESDA AVENUE,BETHESDA,MD,20814
193,HAKUNA MATATA GRILL,"Consumption, Possession, Or Sale During Prohibited Hours",03/08/2021,500.0,setttled,0,1,2405 PRICE AVE.,SILVER SPRING,MD,20902
195,GISELE'S CREOLE CUISINE,Storage,04/08/2022,200.0,none,0,1,2407 PRICE AVENUE,SILVER SPRING,MD,20902
196,TIA QUETA RESTAURANT,Sales Or Service To Minors/Consumption Or Possession Of Minors,09/11/2020,0.0,none,0,1,4839 DEL RAY AVE,BETHESDA,MD,20814
198,EN BISTRO AND SUSHI,Alcohol Awareness Certification,08/30/2021,100.0,setttled,0,1,9945 FALLS ROAD,POTOMAC,MD,20854
204,THE LITTLE BEET TABLE,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/05/2020,1000.0,none,0,1,5471 WISCONSIN AVENUE UNIT F,CHEVY CHASE,MD,20815
205,A BITE OF CHINA,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/27/2020,1000.0,none,0,1,15106A FREDERICK RD,ROCKVILLE,MD,20850
206,RINCON MAGICO BAR & GRILL,Sales Or Service To Minors/Consumption Or Possession Of Minors,09/11/2020,1000.0,none,0,1,4217 RANDOLPH ROAD,SILVER SPRING,MD,20906
207,HAKUNA MATATA GRILL,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/28/2020,1000.0,none,0,1,2405 PRICE AVE.,SILVER SPRING,MD,20902
208,VUK,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/20/2020,1000.0,none,0,1,4924 ST. ELMO AVE,BETHESDA,MD,20814
209,"ARIA, BEER, WINE & DELI",Display Of License,04/02/2020,100.0,none,0,1,4800 AUBURN AVENUE,BETHESDA,MD,20814
210,DOWNTOWN CROWN WINE & BEER,Sales Or Service To Minors/Consumption Or Possession Of Minors,04/08/2022,1000.0,none,0,1,303 COPLEY PLACE,GAITHERSBURG,MD,20878
211,JALEO,Sales Or Service To Minors/Consumption Or Possession Of Minors,09/11/2020,1000.0,none,0,1,7271 WOODMONT AVE,BETHESDA,MD,20814
212,THE REPUBLIC GARDEN,Dispensing Of Liquor,02/11/2021,7500.0,none,0,1,8402 GEORGIA AVENUE,SILVER SPRING,MD,20910
213,THE REPUBLIC GARDEN,Dispensing Of Liquor,02/11/2021,7500.0,none,0,1,8402 GEORGIA AVENUE,SILVER SPRING,MD,20910
214,THE REPUBLIC GARDEN,Dispensing Of Liquor,02/11/2021,7500.0,none,0,1,8402 GEORGIA AVENUE,SILVER SPRING,MD,20910
215,"ARIA, BEER, WINE & DELI",Sales Or Service To Minors/Consumption Or Possession Of Minors,04/02/2020,1000.0,none,0,1,4800 AUBURN AVENUE,BETHESDA,MD,20814
216,"GLENMONT BEER, WINE & DELI",Acts Contrary To Law,05/01/2019,5000.0,setttled,0,1,12351 GEORGIA AVE,SILVER SPRING,MD,20906
220,DEMPSEYS OF ASHTON,Records Violation,04/08/2022,500.0,setttled,0,1,1 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861
221,A BITE OF CHINA,Records Violation,03/27/2020,500.0,none,0,1,15106A FREDERICK RD,ROCKVILLE,MD,20850
222,VILLAGE WEST LIQUOR,Records Violation,01/21/2021,500.0,setttled,0,1,19520 WATERS ROAD,GERMANTOWN,MD,20876
223,GISELE'S CREOLE CUISINE,Records Violation,04/08/2022,500.0,none,0,1,2407 PRICE AVENUE,SILVER SPRING,MD,20902
224,MONTGOMERY VILLAGE BEER & WINE,Sales Or Service To Intoxicated Persons/Consumption Or Possession By Intoxicated Persons,03/09/2020,1000.0,setttled,0,1,18286 CONTOUR ROAD,GAITHERSBURG,MD,20879
225,RINCON MAGICO BAR & GRILL,Records Violation,09/11/2020,500.0,none,0,1,4217 RANDOLPH ROAD,SILVER SPRING,MD,20906
226,EN BISTRO AND SUSHI,Records Violation,08/30/2021,0.0,setttled,0,1,9945 FALLS ROAD,POTOMAC,MD,20854
227,EL AGUILA,Sale To Minor,05/02/2018,1000.0,setttled,0,1,7926 GEORGIA AVENUE,SILVER SPRING,MD,20910
228,BACCHUS OF LEBANON,Sale To Minor,12/01/2017,1000.0,setttled,0,1,7945 NORFOLK AVE.,BETHESDA,MD,20814
229,BAR LOUIE,Sale To Minor,12/10/2018,2500.0,setttled,0,1,150 GIBBS STREET,ROCKVILLE,MD,20850
230,NOODLES & COMPANY,Alcohol Awareness Certified Person Not On Premises,07/01/2016,100.0,setttled,0,1,177 KENTLANDS BLVD. SUITE 100,GAITHERSBURG,MD,20878
231,PASHA LAND,Sale To Minor,06/22/2016,1000.0,setttled,0,1,644 CENTER POINT WAY,GAITHERSBURG,MD,20878
232,TGI FRIDAYS,Alcohol Awareness Certified Person Not On Premises,09/04/2018,100.0,setttled,0,1,12281 TECH ROAD,SILVER SPRING,MD,20904
233,FUSION BAR & GRILL,Dispensing Liquor By Bottle For Consumption Onsite,10/05/2016,0.0,hearing,1,0,15535 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20905
234,SPICE XING,Sale To Minor,03/25/2019,2500.0,setttled,0,1,100 GIBBS STREET B,ROCKVILLE,MD,20850
235,NANDO'S PERI PERI,License Not Properly Displayed,09/10/2018,100.0,setttled,0,1,4839 BETHESDA AVENUE,BETHESDA,MD,20814
236,SUMMER HOUSE SANTA MONICA/STELLA BARRA PIZZERIA,Sale To Minor,10/30/2017,1000.0,setttled,0,1,11825 GRANDPARK AVENUE,ROCKVILLE,MD,20852
237,EGGSPECTATION,Sale To Minor,11/29/2017,1000.0,setttled,0,1,923 ELLSWORTH DRIVE,SILVER SPRING,MD,20910
238,MONTGOMERY VILLAGE BEER & WINE,Sale To Minor,09/04/2018,1000.0,setttled,0,1,18286 CONTOUR RD,GAITHERSBURG,MD,20879
239,JAVA NATION,Alcohol Awareness Certified Person Not On Premises,09/06/2016,500.0,setttled,0,1,10516 CONNECTICUT,KENSINGTON,MD,20895
240,RIVERSIDE HOTPOT CUISINE,Sale To Minor,08/13/2018,1000.0,setttled,0,1,820 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878
241,VIET PHO & GRILL,Alcohol Awareness Certified Person Not On Premises,09/22/2016,100.0,setttled,0,1,1640 ELTON ROAD,SILVER SPRING,MD,20903
242,GODAVARI,Employee Records Not Available When Requested,04/26/2018,500.0,setttled,0,1,9011 GAITHER ROAD,GAITHERSBURG,MD,20877
243,ERTA ALE RESTAURANT & CAFE,Alcohol Awareness Certified Person Not On Premises,06/15/2017,500.0,setttled,0,1,2310 PRICE AVENUE,WHEATON,MD,20902
244,LIMARIA POLLO A LA BRASA,Alcohol Awareness Certified Person Not On Premises,08/13/2018,100.0,setttled,0,1,74 BUREAU DRIVE,GAITHERSBURG,MD,20878
245,POCKET BAR & GRILL,Acts Contrary To Law,02/15/2018,500.0,setttled,0,1,15535 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20905
246,LUCY ETHIOPIAN RESTAURANT,Employee Records Not Available When Requested,04/11/2018,500.0,setttled,0,1,8301 GEORGIA AVENUE,SILVER SPRING,MD,20910
247,TOKYO SUSHI,Sale To Minor,08/15/2018,1000.0,setttled,0,1,18301 LEAMAN RD,GERMANTOWN,MD,20874
248,BRIGGS CHANEY DELI,Sale To Minor,11/06/2017,1000.0,setttled,0,1,13832 OUTLET DRIVE,SILVER SPRING,MD,20904
249,DON JORGE'S RESTAURANT BAR & GRILL,Sale To Minor,11/21/2018,1000.0,setttled,0,1,108 EAST DIAMOND AVE,GAITHERSBURG,MD,20877
250,THE HILTON AT GAITHERSBURG,Sale To Minor,10/18/2018,1000.0,setttled,0,1,620 PERRY PKWY.,GAITHERSBURG,MD,20877
251,RATTLEWOOD GOLF COURSE,Sale To Minor,11/08/2017,1000.0,setttled,0,1,13501 PENN SHOP ROAD,DAMASCUS,MD,20872
252,6/12 CONVENIENT MART,Sale To Minor,12/21/2016,2500.0,setttled,0,1,14100 DARNESTOWN ROAD C,DARNESTOWN,MD,20874
253,ROSSMOOR LEISURE WORLD,Application - Failure To Update,06/07/2017,2000.0,setttled,0,1,3700 ROSSMOOR BLVD.,SILVER SPRING,MD,20906
254,CITY TASTE ASIAN CUISINE,Employee Records Not Available When Requested,08/09/2018,500.0,setttled,0,1,930 WAYNE AVE,SILVER SPRING,MD,20910
255,GREGORIO'S TRATTORIA,Sale To Minor,02/01/2017,1000.0,setttled,0,1,7745 TUCKERMAN LANE,POTOMAC,MD,20854
256,HONEY PIG,Sale To Minor,09/20/2018,1000.0,setttled,0,1,19727 FREDERICK ROAD,GERMANTOWN,MD,20876
257,7-ELEVEN GLEN ECHO,Sale To Minor,12/08/2017,1000.0,setttled,0,1,7305 MACARTHUR BLVD,BETHESDA,MD,20816
258,SMASHBURGER,Alcohol Awareness Certified Person Not On Premises,03/31/2016,500.0,setttled,0,1,20640 SENECA MEADOWS PARKWAY D1,GERMANTOWN,MD,20867
259,BARKING MAD CAFE,License Not Properly Displayed,08/30/2016,100.0,setttled,0,1,239 SPECTRUM AVENUE,GAITHERSBURG,MD,20879
260,DOCK OF THE BAY,Sale To Minor,09/28/2018,2500.0,setttled,0,1,429 S. FREDERICK ROAD,GAITHERSBURG,MD,20877
261,H RESTAURANT AND NIGHT CLUB,Dispensing Liquor By Bottle For Consumption Onsite,07/19/2017,1000.0,setttled,0,1,11300 GEORGIA AVENUE,WHEATON,MD,20902
262,MATCHBOX,Sale To Minor,12/10/2018,1000.0,setttled,0,1,1699 ROCKVILLE PIKE,ROCKVILLE,MD,20852
263,TURNTABLE,Alcohol After Permitted Hours,11/30/2017,1000.0,setttled,0,1,4862 CORDELL AVENUE,BETHESDA,MD,20814
264,NAGOYA SUSHI,Sale To Minor,03/31/2017,2500.0,setttled,0,1,402 KING FARM BLVD. 130,ROCKVILLE,MD,20850
265,EL ENCANTO,Records Invoice Violation,06/06/2018,500.0,setttled,0,1,8035 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879
266,DULCINEA BAR & GRILL,Sale To Minor,06/30/2016,1000.0,setttled,0,1,9103 GAITHER ROAD,GAITHERSBURG,MD,20877
267,THE DISH & DRAM,Sale To Minor,09/21/2017,1000.0,setttled,0,1,10301 KENSINGTON PKWY,KENSINGTON,MD,20895
268,CAVA RESTAURANT,Sale To Minor,12/03/2018,1000.0,setttled,0,1,9713 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850
269,FONTINA GRILLE,License Not Properly Displayed,08/10/2017,100.0,setttled,0,1,801 PLEASANT DRIVE,ROCKVILLE,MD,20850
270,DOWNTOWN CROWN WINE & BEER,Alcohol Awareness Certified Person Not On Premises,11/29/2016,100.0,setttled,0,1,303 COPLEY PLACE,GAITHERSBURG,MD,20878
271,FUDDRUCKERS,Sale To Minor,03/07/2017,1000.0,setttled,0,1,1592 ROCKVILLE PIKE A,ROCKVILLE,MD,20852
272,KAYPI RESTAURANT,Employee Records Not Available When Requested,12/01/2017,500.0,setttled,0,1,2005 VEIRS MILL ROAD,ROCKVILLE,MD,20851
273,GLENMONT BEER WINE & DELI,Sale To Minor,05/16/2017,1000.0,setttled,0,1,12351 GEORGIA AVE.,WHEATON,MD,20906
274,PERUVIAN COUNTRY CHICKEN,Employee Records Not Available When Requested,01/30/2018,500.0,setttled,0,1,10118 COLESVILLE ROAD,SILVER SPRING,MD,20901
275,CAFE PROMENADE,Sale To Minor,04/27/2018,1000.0,setttled,0,1,5225 POOKS HILL ROAD,BETHESDA,MD,20814
276,EL ESTERON RESTAURANT,Alcohol Awareness Certified Person Not On Premises,07/19/2018,100.0,setttled,0,1,8500 DAKOTA DRIVE,GAITHERSBURG,MD,20878
277,BAR LOUIE,Employee Records Not Available When Requested,06/20/2017,500.0,setttled,0,1,150 GIBBS STREET,ROCKVILLE,MD,20850
278,MEZEH MEDITERRANEAN GRILL,Alcohol Awareness Certified Person Not On Premises,10/30/2018,100.0,setttled,0,1,262 CROWN PARK AVENUE,GAITHERSBURG,MD,20878
279,MI RANCHO-ROCKVILLE,Sale To Minor,02/27/2017,1000.0,setttled,0,1,1488 ROCKVILLE PIKE B,ROCKVILLE,MD,20852
280,SMASHBURGER (ROCKVILLLE),Sale To Minor,04/28/2017,1000.0,setttled,0,1,1800 ROCKVILLE PIKE,ROCKVILLE,MD,20852
281,CANOPY,Age Of Employee Violation,12/12/2018,1000.0,setttled,0,1,940 ROSE AVE,NORTH BETHESDA,MD,20852
282,LA MADELEINE-CROWN,Sale To Minor,09/13/2018,1000.0,setttled,0,1,242 CROWN PARK AVE,GAITHERSBURG,MD,20878
283,DON POLLO-GERMANTOWN,Sale To Minor,09/11/2018,1000.0,setttled,0,1,21040 A FREDERICK RD,GERMANTOWN,MD,20876
284,HONEY PIG,License Not Properly Displayed,02/22/2019,100.0,setttled,0,1,12015 ROCKVILLE PIKE #G,ROCKVILLE,MD,20852
285,PHO TAN VINH,Sale To Minor,09/11/2018,1000.0,setttled,0,1,8705 COLESVILLE RD,SILVER SPRING,MD,20910
286,ASI ES MI TIERRA,Employee Records Not Available When Requested,06/08/2017,500.0,setttled,0,1,2559 ENNALLS AVENUE,WHEATON,MD,20902
287,BUFFALO WILD WINGS,Sale To Minor,02/19/2019,1000.0,setttled,0,1,33 MARYLAND AVENUE,ROCKVILLE,MD,20850
288,BURGERFI,Sale To Minor,05/06/2016,1000.0,setttled,0,0,8504 FENTON STREET,SILVER SPRING,MD,20910
289,JAVA NATION,Alcohol Awareness Certified Person Not On Premises,03/23/2016,100.0,setttled,0,1,10516 CONNECTICUT,KENSINGTON,MD,20895
290,DOWNTOWN BEER AND WINE,Sale To Minor,02/28/2017,1000.0,setttled,0,1,5751 E FISHER LANE,ROCKVILLE,MD,20852
291,BUCA DI BEPPO,Alcohol Awareness Certified Person Not On Premises,02/27/2018,100.0,setttled,0,1,122 KENTLANDS BLVD.,GAITHERSBURG,MD,20878
292,LIMARIA POLLO A LA BRASA,Records Invoice Violation,08/13/2018,500.0,setttled,0,1,74 BUREAU DRIVE,GAITHERSBURG,MD,20878
293,LE PAIN QUOTIDIEN,Sale To Minor,04/04/2018,10000.0,setttled,0,1,7140 BETHESDA LANE,BETHESDA,MD,20814
294,SILVER SPRING MART,Sale To Minor,01/08/2018,1000.0,setttled,0,1,8211 FENTON,SILVER SPRING,MD,20910
295,HYATT SUMMERFIELD SUITES,Sale To Minor,06/24/2016,2500.0,setttled,0,1,200 SKIDMORE BOULEVARD,GAITHERSBURG,MD,20877
296,BIG WAN'S CUISINE,Alcohol Awareness Certified Person Not On Premises,02/06/2016,0.0,hearing+suspension,0,0,16051 FREDERICK ROAD,ROCKVILLE,MD,20855
297,BANGKOK GARDEN RESTAURANT,Sale To Minor,10/13/2017,2500.0,setttled,0,1,4906 SAINT ELMO AVE.,BETHESDA,MD,20814
298,SALA THAI BETHESDA,Alcohol Awareness Certified Person Not On Premises,10/20/2017,500.0,setttled,0,1,4828 CORDELL AVE.,BETHESDA,MD,20814
299,DOCK OF THE BAY,Sale To Minor,06/22/2016,1000.0,setttled,0,1,429 S. FREDERICK ROAD,GAITHERSBURG,MD,20877
300,BOMBAY INDIAN RESTAURANT,Alcohol Awareness Certified Person Not On Premises,10/10/2016,100.0,setttled,0,1,11229 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904
301,IRENE'S PUPUSAS,Alcohol Awareness Certified Person Not On Premises,02/16/2017,500.0,hearing+suspension,0,1,12391 GEORGIA AVENUE,SILVER SPRING,MD,20906
302,ERTA ALE RESTAURANT & CAFE,Sale To Minor,06/15/2017,1000.0,setttled,0,1,2310 PRICE AVENUE,WHEATON,MD,20902
303,COURTYARD BY MARRIOTT,Sale To Minor,04/12/2017,1000.0,setttled,0,1,2500 RESEARCH BOULEVARD,ROCKVILLE,MD,20850
304,GEMELLI'S ITALIAN MARKET,Sale To Minor,09/20/2018,1000.0,setttled,0,1,12169 DARNESTOWN RD,GAITHERSBURG,MD,20878
305,MIX BAR & GRILLE,License Not Properly Displayed,12/01/2017,100.0,setttled,0,1,9812 FALLS RD,POTOMAC,MD,20854
306,LITTLE BENNETT GOLF COURSE,Sale To Minor,08/30/2018,1000.0,setttled,0,1,25900 PRESCOTT ROAD,CLARKSBURG,MD,20871
307,CAFE 20/20,Alcohol Awareness Certified Person Not On Premises,03/10/2017,500.0,setttled,0,1,4880 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
308,BECLAWS,Records Invoice Violation,10/18/2018,500.0,setttled,0,1,2404 UNIVERSITY BOULEVARD,SILVER SPRING,MD,20902
309,CAFE 20/20,Alcohol Awareness Certified Person Not On Premises,01/24/2017,100.0,setttled,0,1,4880 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
310,OUTBACK STEAKHOUSE,Sale To Minor,04/24/2017,1000.0,setttled,0,1,13703 GEORGIA AVEUE,SILVER SPRING,MD,20906
311,SUSHI OISHII,Sale To Minor,04/18/2017,1000.0,setttled,0,1,9706 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850
312,SUMMIT HILLS MINI MART,Sale To Minor,10/23/2017,1000.0,setttled,0,1,8518 16TH STREET,SILVER SPRING,MD,20910
313,"BEST BEER, WINE, & DELI",To Intoxicated Patron,07/21/2016,1000.0,hearing,0,1,18749 NORTH FREDERICK AVENUE A,GAITHERSBURG,MD,20879
314,HOLLYWOOD EAST CAFE - WESTFIELD,Sale To Minor,06/05/2017,1000.0,setttled,0,1,11160 VEIRS MILL ROAD SPACE 136,WHEATON,MD,20902
315,RUBY TUESDAY,Sale To Minor,07/06/2016,1000.0,setttled,0,1,701 RUSSELL AVE.,GAITHERSBURG,MD,20877
316,EL NORTENO,Employee Records Not Available When Requested,05/25/2016,500.0,setttled,0,1,8917 BROOKVILLE ROAD,SILVER SPRING,MD,20910
317,CANCUN MEXICAN CUISINE,Responsibility,11/06/2017,500.0,setttled,0,1,117 E. DIAMOND AVE.,GAITHERSBURG,MD,20877
318,& PIZZA,License Not Properly Displayed,08/12/2016,100.0,setttled,0,1,11626 OLD GEORGETOWN ROAD,NORTH BETHESDA,MD,20852
319,GENTLEMAN JIM'S RESTAURANT,Alcohol After Permitted Hours,11/09/2017,1000.0,setttled,0,1,18917 EARHART COURT,GAITHERSBURG,MD,20879
320,TEXAS PARRILLADA,Disorderly House,08/04/2016,0.0,hearing,0,0,9631 LOST KNIFE ROAD,GAITHERSBURG,MD,20879
321,THAI TASTE,Sale To Minor,05/23/2017,1000.0,setttled,0,1,11315 FERN STREET,WHEATON,MD,20902
322,CANCUN MEXICAN CUISINE,Employee Records Not Available When Requested,11/06/2017,500.0,setttled,0,1,117 E. DIAMOND AVE.,GAITHERSBURG,MD,20877
323,TED'S MONTANA GRILL,Sale To Minor,07/11/2016,1000.0,setttled,0,1,105 ELLINGTON BOULEVARD,GAITHERSBURG,MD,20878
324,SARITA'S CHICKEN RESTAURANT,Alcohol Awareness Certified Person Not On Premises,04/28/2017,0.0,setttled,0,1,2545 ENNALLS AVENUE,WHEATON,MD,20904
325,MAMMA LUCIA,Sale To Minor,10/25/2017,1000.0,setttled,0,1,1302 EAST WEST HGWY.,SILVER SPRING,MD,20910
326,POLLO-MEX,Alcohol Awareness Certified Person Not On Premises,07/07/2017,500.0,setttled,0,1,13436 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904
327,BAR LOUIE,Sale To Minor,06/20/2017,1000.0,setttled,0,1,150 GIBBS STREET,ROCKVILLE,MD,20850
328,TARA THAI- MONTGOMERY MALL,Alcohol Awareness Certified Person Not On Premises,05/01/2017,100.0,setttled,0,1,7101 DEMOCRACY BLVD,BETHESDA,MD,20814
329,LA FOGATA RESTAURANT,Sale To Minor,04/24/2017,1000.0,setttled,0,1,2259 BEL PRE ROAD,SILVER SPRING,MD,20906
330,"CANCUN GRILL RESTAURANT, THE",Sale To Minor,04/28/2016,3000.0,setttled,0,1,11220 GEORGIA AVENUE,WHEATON,MD,20902
331,PINSTRIPES,Sale To Minor,12/03/2018,1000.0,setttled,0,1,11920 GRAND PARK AVE.,NORTH BETHESDA,MD,20852
332,KOREAN KORNER,Sale To Minor,10/04/2017,1000.0,setttled,0,1,12207 VEIRS MILL ROAD,WHEATON,MD,20906
333,ATTMAN'S DELI,Alcohol Awareness Certified Person Not On Premises,05/01/2017,100.0,setttled,0,1,7913 TUCKERMAN LANE,POTOMAC,MD,20854
334,TARA THAI RESTAURANT,Sale To Minor,09/28/2018,2500.0,setttled,0,1,9811 WASHINGTONIAN BLVD.,GAITHERSBURG,MD,20878
335,TWINBROOK DELICATESSEN,Sale To Minor,02/03/2017,2500.0,setttled,0,0,2208 VEIRS MILL ROAD,ROCKVILLE,MD,20851
336,BHIMAS KITCHEN & BAKERY,Sale To Minor,03/20/2019,1000.0,setttled,0,1,13541 CLOPPER RD.,GERMANTOWN,MD,20874
337,7  ELEVEN FOOD STORE 11713A,Employee Records Not Available When Requested,04/19/2018,500.0,setttled,0,1,14101 GEORGIA AVE.,WHEATON,MD,20906
338,PERUVIAN CHICKEN & GRILL,Age Of Employee Violation,08/09/2018,1000.0,setttled,0,1,26400 RIDGE RD,DAMASCUS,MD,20872
339,ZIKI JAPANESE STEAK HOUSE,Sale To Minor,09/26/2018,1000.0,setttled,0,1,10009 FIELDS ROAD,GAITHERSBURG,MD,20878
340,LA CASITA,Employee Records Not Available When Requested,12/19/2016,500.0,setttled,0,1,2 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
341,GORDON BIERSCH BREWERY RESTAURANT,Alcohol Awareness Certified Person Not On Premises,09/22/2017,100.0,setttled,0,1,200 EAST MIDDLE LANE UNIT A,ROCKVILLE,MD,20850
342,OLAZZO RESTAURANT,Sale To Minor,03/22/2018,1000.0,setttled,0,1,8235 GEORGIA AVENUE,SILVER SPRING,MD,20910
343,H RESTAURANT AND NIGHT CLUB,Disorderly House,07/19/2017,2500.0,setttled,0,1,11300 GEORGIA AVENUE,WHEATON,MD,20902
344,ARADA MARKET,Sale To Minor,02/08/2018,1000.0,setttled,0,1,6844 NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912
345,THE QUARRY HOUSE TAVERN,Sale To Minor,12/10/2018,1000.0,setttled,0,1,8401 GEORGIA AVE.,SILVER SPRING,MD,20910
346,TOKYO FIRE,Sale To Minor,09/06/2018,1000.0,setttled,0,0,9811 MAIN ST SUITE 101,DAMASCUS,MD,20872
347,LEDO PIZZA,Sale To Minor,04/11/2018,1000.0,setttled,0,1,10301 WESTLAKE DRIVE,BETHESDA,MD,20817
348,GRINGOS & MARIACHIS,Sale To Minor,02/01/2018,1000.0,setttled,0,1,4928 CORDELL AVENUE,BETHESDA,MD,20814
349,SHEGER SPRING CAFE,Sale To Minor,03/02/2016,2500.0,setttled,0,1,900 SILVER SPRING AVENUE SUITE B,SILVER SPRING,MD,20910
350,FUSION BAR & GRILL,Acts Contrary To Law,10/05/2016,0.0,hearing,1,0,15535 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20905
351,NORTHWEST PARK GOLF SNACK BAR,Sale To Minor,12/06/2017,1000.0,setttled,0,1,15701 LAYHILL ROAD,SILVER SPRING,MD,20906
352,MYTHOS MEDITTERANEAN GREEK RESTAURANT,Sale To Minor,10/10/2018,1000.0,setttled,0,1,8371 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879
353,GUAPO'S,Refilling Empty/Partially Empty Alcoholic Bottles,07/11/2016,800.0,setttled,0,1,411 NORTH FREDERICK AVE,GAITHERSBURG,MD,20878
354,AY JALISCO,Sale To Minor,10/23/2018,1000.0,setttled,0,1,8401 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879
355,BEATESUB MARKET & CARRYOUT,Employee Records Not Available When Requested,03/12/2018,500.0,setttled,0,1,8201 GEORGIA AVE,SILVER SPRING,MD,20910
356,VASILI'S KITCHEN,Sale To Minor,09/06/2017,1000.0,setttled,0,1,705 CENTER POINT WAY,GAITHERSBURG,MD,20878
357,MIX BAR & GRILLE,Sale To Minor,02/09/2018,1000.0,setttled,0,1,8241 GEORGIA AVENUE,SILVER SPRING,MD,20910
358,CITY TASTE ASIAN CUISINE,Sale To Minor,08/09/2018,1000.0,setttled,0,1,930 WAYNE AVE,SILVER SPRING,MD,20910
359,VILLAGE BEER & WINE,Alcohol Awareness Certified Person Not On Premises,03/26/2018,100.0,setttled,0,1,5526 NORBECK ROAD,ROCKVILLE,MD,20853
360,TEXAS PARRILLADA,Patron Leaving Premise With Open Alcohol Container,08/04/2016,0.0,hearing,0,0,9631 LOST KNIFE ROAD,GAITHERSBURG,MD,20879
361,THE BARKING DOG,Sale To Minor,06/16/2016,9000.0,hearing,0,0,4723 ELM STREET,BETHESDA,MD,20814
362,SALA THAI BETHESDA,Sale To Minor,10/20/2017,1000.0,setttled,0,1,4828 CORDELL AVE.,BETHESDA,MD,20814
363,LUCY ETHIOPIAN RESTAURANT,Sale To Minor,06/13/2018,2500.0,setttled,0,1,8301 GEORGIA AVENUE,SILVER SPRING,MD,20910
364,CORK & FORK,Sale To Minor,11/30/2017,2500.0,none,0,1,7110 BETHESDA LANE,BETHESDA,MD,20814
365,GRINGOS & MARIACHIS,Sale To Minor,02/05/2019,1000.0,setttled,0,1,12435 POTOMAC AVE D R6,POTOMAC,MD,20854
366,TRAPEZARIA MEDITERRANEAN KUZINA,Sale To Minor,02/23/2017,1000.0,setttled,0,1,11 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850
367,& PIZZA,Alcohol Awareness Certified Person Not On Premises,12/21/2016,100.0,setttled,0,1,11626 OLD GEORGETOWN ROAD,NORTH BETHESDA,MD,20852
368,SUYAMASTER,Sale To Minor,02/12/2018,1000.0,setttled,0,1,2302 PRICE AVENUE,WHEATON,MD,20902
369,PIZZA CS,Sale To Minor,05/07/2017,1000.0,setttled,0,1,1596 ROCKVILLE PIKE,ROCKVILLE,MD,20850
370,PETER CHANG'S CHINA BISTRO,Alcohol Awareness Certified Person Not On Premises,06/23/2016,100.0,setttled,0,1,20 MARYLAND AVENUE,ROCKVILLE,MD,20850
371,GENTLEMAN JIM'S RESTAURANT,Alcohol After Permitted Hours,11/09/2017,1000.0,setttled,0,1,18917 EARHART COURT,GAITHERSBURG,MD,20879
372,CHOICE MARKET,Sale To Minor,09/13/2018,1000.0,setttled,0,1,18700 WALKERS CHOICE RD,MONTGOMERY VILLAGE,MD,20886
